partnerid,stream,habitat,block,maxT,stripid
107,4,STR,D,43.1,854
107,4,STR,U,43.6,855
107,4,STR,U,54.1,857
107,0,,,63,859
107,0,,,66.3,860
107,0,,,66.4,861
107,0,,,68.7,862
107,0,,,69.4,863
108,1,RIP,D,29.9,1059
108,1,RIP,U,33.6,1062
108,1,RIP,U,37.4,1065
108,1,STR,U,39.5,1070
108,1,RIP,D,40,1072
108,1,STR,D,40.7,1077
108,1,STR,D,41.6,1079
108,1,STR,U,42,1080
108,2,RIP,D,28,1058
108,2,RIP,D,30.3,1060
108,2,RIP,U,37.2,1064
108,2,RIP,U,39.1,1068
108,2,STR,U,39.5,1071
108,2,STR,D,41,1078
108,2,STR,U,43.9,1081
108,2,STR,D,46.8,1089
108,3,RIP,D,26,1057
108,3,RIP,U,32.7,1061
108,3,RIP,U,37,1063
108,3,STR,U,39.2,1069
108,3,STR,D,40.6,1076
108,3,RIP,D,44.4,1082
108,3,STR,D,44.8,1083
108,3,STR,U,45.6,1085
108,4,STR,D,38.1,1066
108,4,RIP,D,38.4,1067
108,4,RIP,U,40,1073
108,4,STR,D,40.3,1074
108,4,RIP,U,40.5,1075
108,4,RIP,D,49.2,1090
109,1,RIP,D,23.8,1274
109,1,STR,U,23.8,1275
109,1,STR,U,35.8,1281
109,1,STR,D,37.7,1286
109,1,STR,D,39.1,1290
109,1,RIP,D,48.9,1300
109,1,RIP,U,52.1,1304
109,1,RIP,U,52.2,1305
109,2,STR,U,25.5,1277
109,2,STR,U,27.3,1279
109,2,STR,D,35.5,1280
109,2,STR,D,39.3,1291
109,2,RIP,U,44.2,1296
109,2,RIP,D,49.3,1302
109,2,RIP,D,51.8,1303
109,2,RIP,U,54,1306
109,3,STR,D,24.9,1276
109,3,RIP,D,37.3,1284
109,3,STR,U,37.6,1285
109,3,STR,U,37.8,1287
109,3,STR,D,39.6,1292
109,3,RIP,D,40,1293
109,3,RIP,U,43,1294
109,3,RIP,U,45.8,1298
109,4,STR,D,17.4,1271
109,4,STR,U,20.5,1272
109,4,STR,D,21.3,1273
109,4,STR,U,26.8,1278
109,4,RIP,U,44.1,1295
109,4,RIP,D,45.4,1297
109,4,RIP,D,48.4,1299
109,4,RIP,U,59.8,1307
110,1,STR,U,17.2,1312
110,1,STR,D,17.2,1313
110,1,STR,U,19.7,1314
110,1,STR,D,21.3,1315
110,1,RIP,D,42,1328
110,1,RIP,D,44.4,1334
110,1,RIP,U,46.8,1338
110,1,RIP,U,49.6,1341
110,2,STR,D,31.5,1320
110,2,STR,U,32.4,1321
110,2,STR,U,35.7,1323
110,2,RIP,D,39.1,1325
110,2,STR,D,41.4,1327
110,2,RIP,D,42.6,1329
110,2,RIP,U,45.3,1335
110,2,RIP,U,52.1,1343
110,3,STR,D,24.1,1316
110,3,STR,U,26.8,1317
110,3,STR,D,27,1318
110,3,STR,U,28.2,1319
110,3,RIP,D,41.1,1326
110,3,RIP,D,44.1,1332
110,3,RIP,U,47.5,1339
110,3,RIP,U,56.8,1344
110,4,STR,U,5,1308
110,4,STR,D,10.1,1309
110,4,STR,D,10.6,1310
110,4,STR,U,14.3,1311
110,4,RIP,D,38.1,1324
110,4,RIP,U,43.6,1331
110,4,RIP,D,44.1,1333
110,4,RIP,U,49.8,1342
111,1,RIP,U,40.9,1363
111,1,RIP,D,42.2,1365
111,1,RIP,D,44.5,1371
111,1,RIP,U,48.7,1375
111,2,STR,U,4.3,1348
111,2,STR,D,5.8,1351
111,2,STR,U,8.6,1353
111,2,STR,D,11.4,1354
111,2,RIP,U,33.1,1359
111,2,RIP,U,34,1360
111,2,RIP,D,44.2,1370
111,2,RIP,D,51.3,1376
111,3,STR,D,5.5,1350
111,3,STR,D,5.8,1352
111,3,RIP,D,21.4,1355
111,3,STR,U,21.4,1356
111,3,STR,U,27.4,1357
111,3,RIP,U,35.9,1361
111,3,RIP,U,41.6,1364
111,3,RIP,D,42.3,1366
111,4,STR,D,2.7,1345
111,4,STR,U,3.1,1346
111,4,STR,U,4.1,1347
111,4,STR,D,5,1349
111,4,RIP,U,27.9,1358
111,4,RIP,U,37.6,1362
111,4,RIP,D,45.7,1372
112,1,RIP,U,57.4,1383
112,1,RIP,U,60.8,1386
112,1,STR,U,63.6,1388
112,1,RIP,D,64.8,1390
112,1,STR,U,68.6,1396
112,1,RIP,D,71.4,1397
112,2,STR,U,53.6,1381
112,2,STR,U,65.7,1391
112,2,RIP,U,66.7,1393
112,2,RIP,U,67.6,1395
112,3,STR,U,48.8,1379
112,3,RIP,U,50.9,1380
112,3,STR,U,55.8,1382
112,3,RIP,D,64.5,1389
112,3,RIP,U,66.5,1392
112,4,STR,D,45.6,1377
112,4,STR,D,48.5,1378
112,4,RIP,U,59.4,1384
112,4,RIP,D,59.4,1385
112,4,RIP,D,62.4,1387
112,4,RIP,U,67.1,1394
113,1,STR,U,18.1,1771
113,1,STR,U,22.9,1773
113,1,STR,D,24,1774
113,1,STR,D,38,1778
113,1,RIP,D,57.3,1785
113,1,RIP,U,58.6,1787
113,1,RIP,U,59.6,1791
113,1,RIP,D,60.3,1792
113,2,STR,U,31.3,1775
113,2,STR,U,33.9,1776
113,2,STR,D,35.6,1777
113,2,STR,D,41.9,1779
113,2,RIP,U,55.7,1783
113,2,RIP,U,59.2,1788
113,2,RIP,D,65.6,1795
113,2,RIP,D,67.3,1797
113,3,STR,D,2.5,1765
113,3,STR,U,15.2,1769
113,3,STR,U,15.7,1770
113,3,RIP,D,57.1,1784
113,3,RIP,U,58,1786
113,3,RIP,U,59.4,1789
113,3,RIP,D,61,1794
113,4,STR,U,4.6,1766
113,4,STR,U,8.3,1767
113,4,STR,D,8.7,1768
113,4,STR,D,20.8,1772
113,4,RIP,D,51.7,1780
113,4,RIP,U,52.3,1781
113,4,RIP,D,54.3,1782
113,4,RIP,U,59.4,1790
113,0,,,60.7,1793
113,0,,,67,1796
113,0,,,67.4,1798
113,0,,,69.9,1799
113,0,,,70.2,1800
114,1,STR,D,1.4,1801
114,1,STR,U,1.7,1802
114,1,STR,U,2.9,1804
114,1,RIP,U,3.4,1806
114,1,STR,D,4.2,1807
114,1,RIP,U,41,1823
114,1,RIP,D,43.8,1824
114,1,RIP,D,48.7,1827
114,2,STR,U,2.7,1803
114,2,STR,U,4.6,1808
114,2,STR,D,5.1,1810
114,2,STR,D,15,1813
114,2,RIP,D,17.6,1816
114,2,RIP,U,38.8,1822
114,2,RIP,D,46.1,1825
114,2,RIP,U,46.5,1826
114,3,RIP,D,2.9,1805
114,3,RIP,D,7.7,1811
114,3,STR,U,14.8,1812
114,3,STR,D,16.9,1814
114,3,STR,U,17.5,1815
114,3,RIP,U,19.3,1818
114,3,RIP,U,22.5,1819
114,3,STR,D,35.4,1821
114,4,RIP,D,4.6,1809
114,4,RIP,U,18.9,1817
114,4,RIP,D,30.1,1820
115,1,STR,U,43.5,2037
115,1,RIP,D,47.8,2041
115,1,STR,D,49.2,2043
115,1,RIP,U,51,2048
115,1,STR,D,51.3,2049
115,1,STR,U,52.9,2051
115,1,RIP,U,55.6,2053
115,1,RIP,D,60.7,2060
115,2,STR,D,41.1,2035
115,2,STR,U,42.3,2036
115,2,STR,D,46,2040
115,2,RIP,D,48,2042
115,2,RIP,U,49.4,2045
115,2,RIP,D,50.5,2047
115,2,STR,U,53,2052
115,2,RIP,U,61.3,2063
115,3,STR,D,44.7,2038
115,3,RIP,U,49.3,2044
115,3,STR,U,49.5,2046
115,3,STR,D,52.3,2050
115,3,RIP,U,56.4,2055
115,3,RIP,D,58.9,2057
115,3,STR,U,58.9,2058
115,3,RIP,D,61,2062
115,4,STR,U,33.3,2034
115,4,RIP,U,45.5,2039
115,4,STR,D,55.6,2054
115,4,RIP,D,57,2056
115,4,STR,D,59.7,2059
115,4,RIP,D,60.7,2061
115,4,STR,U,62.4,2064
115,4,RIP,U,64.6,2068
115,0,,,62.6,2065
115,0,,,63,2066
115,0,,,63.1,2067
115,0,,,64.7,2069
115,0,,,65.7,2070
116,1,RIP,D,63.5,2134
116,1,STR,D,65.6,2147
116,1,STR,D,67,2154
116,1,RIP,D,68,2159
116,1,STR,U,70,2161
116,1,RIP,U,71.5,2167
116,1,RIP,U,74.1,2168
116,1,STR,U,77.7,2169
116,2,STR,U,49.7,2098
116,2,RIP,U,51.6,2100
116,2,STR,U,52.8,2102
116,2,STR,D,56.3,2108
116,2,STR,D,56.3,2109
116,2,RIP,U,57.8,2113
116,2,RIP,D,67.5,2158
116,2,RIP,D,71,2165
116,3,RIP,U,50.2,2099
116,3,STR,U,51.8,2101
116,3,STR,U,54.2,2104
116,3,RIP,U,54.8,2105
116,3,RIP,D,55.2,2106
116,3,STR,D,63.4,2133
116,3,STR,D,67.2,2155
116,3,RIP,D,70.2,2162
116,4,STR,U,57,2111
116,4,STR,U,57.3,2112
116,4,STR,D,59.2,2116
116,4,RIP,U,64.4,2140
116,4,RIP,D,65,2143
116,4,RIP,U,65.2,2145
116,4,RIP,D,66.6,2152
116,4,STR,D,67.3,2156
116,7,STR,U,42.4,2097
116,7,RIP,U,53.2,2103
116,7,RIP,U,60.2,2119
116,7,STR,U,60.8,2124
116,7,RIP,D,62.6,2130
116,11,RIP,U,55.7,2107
116,11,STR,D,60.6,2121
116,11,RIP,D,60.7,2123
116,11,STR,D,62.4,2129
116,11,RIP,D,63.6,2135
116,11,RIP,U,64.2,2136
116,11,STR,U,64.2,2137
116,11,STR,U,64.3,2139
116,12,RIP,D,58.7,2115
116,12,STR,U,59.2,2117
116,12,STR,U,61,2125
116,12,RIP,U,62.1,2128
116,12,RIP,D,66.3,2151
116,12,RIP,U,67.4,2157
116,13,RIP,U,60.4,2120
116,13,STR,D,62.9,2131
116,13,RIP,U,64.2,2138
116,13,RIP,D,64.7,2142
116,13,STR,D,65.3,2146
116,13,RIP,D,70.8,2164
116,14,STR,U,58.6,2114
116,14,RIP,U,64.4,2141
116,14,STR,U,65.1,2144
116,14,RIP,U,65.6,2148
116,15,RIP,D,56.5,2110
116,15,RIP,D,60,2118
116,15,STR,D,61.2,2126
116,15,STR,D,61.6,2127
116,0,,,60.6,2122
116,0,,,63.2,2132
116,0,,,65.7,2149
116,0,,,66.2,2150
116,0,,,66.6,2153
116,0,,,68.7,2160
116,0,,,70.2,2163
116,0,,,71,2166
117,1,RIP,D,17.1,2170
117,1,RIP,D,26,2172
117,1,STR,U,32,2176
117,1,STR,U,34.1,2178
117,1,STR,D,44,2185
117,1,STR,D,47.5,2193
117,2,STR,D,30.9,2175
117,2,STR,D,35.1,2179
117,2,RIP,D,44.4,2187
117,2,STR,U,45.4,2189
117,2,RIP,U,46.5,2191
117,2,RIP,U,48.9,2195
117,2,STR,U,49.6,2196
117,2,RIP,D,62,2199
117,3,STR,U,22.5,2171
117,3,RIP,D,27.3,2174
117,3,STR,U,39,2181
117,3,STR,D,41.2,2183
117,3,RIP,U,43.7,2184
117,3,STR,D,44.2,2186
117,3,RIP,D,46.7,2192
117,3,RIP,U,53.3,2197
117,4,RIP,D,26,2173
117,4,RIP,U,32.1,2177
117,4,RIP,D,35.4,2180
117,4,RIP,U,39.5,2182
117,4,STR,U,45.3,2188
117,4,STR,U,46,2190
117,4,STR,D,47.6,2194
117,4,STR,D,60.4,2198
118,1,RIP,D,45,2304
118,1,RIP,D,45.9,2308
118,1,RIP,U,46.5,2311
118,1,RIP,U,47.3,2319
118,1,STR,D,49.2,2323
118,1,STR,D,50.6,2327
118,1,STR,U,53.8,2336
118,1,STR,U,56.8,2337
118,2,STR,D,37.2,2294
118,2,STR,D,41.1,2296
118,2,RIP,D,42.9,2298
118,2,RIP,U,45.6,2307
118,2,STR,U,46.9,2313
118,2,RIP,D,47,2316
118,2,RIP,U,47.2,2318
118,2,STR,U,49.8,2325
118,3,RIP,U,42.1,2297
118,3,RIP,D,45.9,2309
118,3,RIP,D,46.8,2312
118,3,RIP,U,47.7,2321
118,3,STR,U,51.9,2328
118,3,STR,D,52.2,2331
118,3,STR,U,52.8,2332
118,3,STR,D,53.4,2333
118,4,RIP,D,40.4,2295
118,4,RIP,D,43.5,2299
118,4,STR,D,44.3,2300
118,4,RIP,U,44.6,2302
118,4,STR,D,45.3,2306
118,4,RIP,U,46.9,2314
118,4,STR,U,52.1,2330
118,4,STR,U,59.6,2338
119,1,STR,U,14.9,2345
119,1,STR,U,17.3,2347
119,1,STR,D,17.7,2348
119,1,STR,D,19.5,2349
119,1,RIP,U,35.8,2359
119,1,RIP,D,37.5,2361
119,1,RIP,U,39.5,2365
119,1,RIP,D,40.1,2368
119,2,STR,U,4.4,2339
119,2,STR,U,4.9,2340
119,2,STR,D,6.6,2341
119,2,STR,D,7.3,2342
119,2,RIP,U,36.4,2360
119,2,RIP,U,37.6,2362
119,2,RIP,D,39.3,2364
119,2,RIP,D,41.5,2370
119,3,STR,D,14.1,2343
119,3,STR,D,14.8,2344
119,3,STR,U,15.5,2346
119,3,STR,U,27.2,2355
119,3,RIP,U,31.2,2356
119,3,RIP,U,34.6,2358
119,3,RIP,D,39.8,2367
119,3,RIP,D,40.9,2369
119,4,STR,D,20.2,2350
119,4,STR,U,21.6,2351
119,4,STR,U,24.8,2352
119,4,STR,D,24.8,2353
119,4,RIP,D,24.9,2354
119,4,RIP,U,31.8,2357
119,4,RIP,U,37.7,2363
119,4,RIP,D,39.6,2366
120,1,RIP,U,34,2376
120,1,STR,U,34.6,2377
120,1,RIP,D,34.8,2378
120,1,STR,U,49.3,2382
120,1,STR,D,49.8,2383
120,1,RIP,U,55.1,2384
120,1,RIP,D,62.6,2389
120,1,STR,D,63.1,2391
120,2,STR,U,48.5,2381
120,2,STR,U,62.8,2390
120,2,RIP,D,64.3,2393
120,2,RIP,D,64.4,2394
120,2,RIP,U,66,2398
120,2,RIP,U,66.7,2400
120,2,STR,D,69,2404
120,2,STR,D,69.9,2406
120,3,RIP,D,40.5,2379
120,3,RIP,D,47.1,2380
120,3,STR,U,58.3,2385
120,3,STR,D,58.7,2386
120,3,STR,D,64.1,2392
120,3,STR,U,65,2395
120,3,RIP,U,67.8,2402
120,3,RIP,U,70.8,2410
120,4,RIP,D,58.8,2387
120,4,STR,U,62.1,2388
120,4,STR,D,65.5,2396
120,4,RIP,U,65.9,2397
120,4,STR,U,66,2399
120,4,STR,D,67.1,2401
120,4,RIP,D,68.2,2403
120,4,RIP,U,69.5,2405
120,0,,,70.4,2407
120,0,,,70.7,2408
120,0,,,70.7,2409
120,0,,,71.4,2411
120,0,,,73.8,2412
121,1,STR,D,46.5,2555
121,1,RIP,U,50.2,2556
121,1,STR,U,56,2562
121,1,RIP,D,57.3,2565
121,1,STR,D,59.9,2571
121,1,STR,U,67.2,2588
121,2,STR,D,51.1,2557
121,2,RIP,U,55.6,2561
121,2,RIP,D,56.2,2564
121,2,STR,D,58.4,2566
121,2,STR,U,59.8,2570
121,2,RIP,U,61.7,2575
121,2,STR,U,62.3,2577
121,2,RIP,D,63.7,2580
121,3,RIP,D,54.1,2559
121,3,RIP,U,55.2,2560
121,3,STR,D,60,2572
121,3,STR,U,63.3,2579
121,3,STR,U,64.1,2581
121,3,STR,D,64.2,2582
121,3,RIP,D,66,2584
121,3,RIP,U,66.9,2587
121,4,RIP,D,52,2558
121,4,STR,D,56,2563
121,4,STR,U,58.5,2567
121,4,STR,D,59.4,2569
121,4,RIP,D,60,2573
121,4,RIP,U,60.8,2574
121,4,STR,U,62.6,2578
121,4,RIP,U,64.9,2583
121,0,,,58.5,2568
121,0,,,62.2,2576
121,0,,,66,2585
121,0,,,66.2,2586
121,0,,,69.7,2589
122,1,STR,U,41.2,2603
122,1,STR,D,43.9,2604
122,1,STR,D,45.6,2606
122,1,STR,U,52.7,2608
122,1,RIP,U,62.1,2611
122,1,RIP,U,62.9,2612
122,1,RIP,D,64.1,2613
122,1,RIP,D,69.3,2620
122,2,STR,U,10.5,2590
122,2,STR,D,14.8,2592
122,2,STR,U,15.4,2593
122,2,STR,D,23.6,2598
122,2,RIP,U,32.8,2600
122,2,RIP,U,68.3,2618
122,3,STR,U,11.3,2591
122,3,STR,D,20,2594
122,3,STR,U,22.2,2595
122,3,STR,D,23.5,2596
122,3,RIP,U,26.9,2599
122,3,RIP,U,45.1,2605
122,3,RIP,D,64.6,2615
122,3,RIP,D,66.8,2617
122,4,STR,U,23.5,2597
122,4,STR,D,38.4,2601
122,4,STR,D,39.5,2602
122,4,RIP,D,52.5,2607
122,4,RIP,U,58,2609
122,4,RIP,U,60.3,2610
122,4,STR,U,64.4,2614
122,4,RIP,D,66.3,2616
122,0,,,69,2619
122,0,,,70.1,2621
122,0,,,70.7,2622
122,0,,,70.8,2623
122,0,,,71,2624
123,1,STR,D,27,2921
123,1,STR,D,37.4,2924
123,1,STR,U,39,2926
123,1,STR,U,42.4,2927
123,1,RIP,U,60.9,2933
123,1,RIP,U,60.9,2934
123,1,RIP,D,69.7,2946
123,1,RIP,D,74.6,2955
123,2,STR,U,56.3,2931
123,2,STR,U,64.4,2937
123,2,STR,D,65.1,2939
123,2,RIP,D,65.5,2941
123,2,STR,D,67.5,2944
123,2,RIP,U,69.9,2947
123,2,RIP,D,73,2950
123,2,RIP,U,74.5,2953
123,3,STR,D,32.5,2922
123,3,STR,U,32.6,2923
123,3,STR,U,37.9,2925
123,3,STR,D,48.5,2928
123,3,RIP,D,65.6,2942
123,3,RIP,U,74,2952
123,3,RIP,D,76.1,2956
123,3,RIP,U,81.8,2957
123,4,STR,U,53.9,2929
123,4,STR,U,54,2930
123,4,STR,D,60.3,2932
123,4,RIP,D,64.9,2938
123,4,STR,D,67.6,2945
123,4,RIP,U,72.4,2949
123,4,RIP,U,73,2951
123,4,RIP,D,74.5,2954
123,0,,,63.3,2935
123,0,,,63.3,2936
123,0,,,65.4,2940
123,0,,,66.8,2943
123,0,,,72.3,2948
124,1,RIP,U,8.4,3059
124,1,STR,U,18.7,3060
124,1,RIP,D,41.2,3065
124,1,RIP,U,43.3,3071
124,1,STR,U,44.3,3072
124,1,RIP,D,46.8,3076
124,1,STR,D,47.8,3080
124,1,STR,D,48.8,3086
124,2,RIP,D,41.8,3066
124,2,STR,U,42.2,3067
124,2,RIP,D,42.8,3070
124,2,RIP,U,48.2,3082
124,2,STR,D,48.4,3083
124,2,RIP,U,50.7,3088
124,2,STR,D,51.2,3090
124,2,STR,U,51.8,3092
124,3,STR,D,42.2,3068
124,3,STR,U,42.4,3069
124,3,RIP,D,44.4,3073
124,3,RIP,U,46.8,3077
124,3,RIP,U,47,3078
124,3,STR,U,47.5,3079
124,3,STR,D,48.7,3085
124,3,RIP,D,50.8,3089
124,4,RIP,D,23.6,3061
124,4,RIP,U,24,3062
124,4,RIP,U,24.8,3063
124,4,RIP,D,30,3064
124,4,STR,U,48.6,3084
124,4,STR,D,53.6,3093
124,4,STR,D,54.1,3094
124,4,STR,U,58.6,3095
125,1,RIP,U,7.5,3097
125,1,RIP,U,12.7,3098
125,1,RIP,D,28.6,3099
125,1,RIP,D,33.9,3101
125,1,STR,U,58.6,3107
125,1,STR,U,60,3108
125,1,STR,D,63.8,3114
125,1,STR,D,70.1,3128
125,2,RIP,U,3.3,3096
125,2,RIP,D,28.8,3100
125,2,RIP,U,40,3102
125,2,RIP,D,55.5,3105
125,2,STR,D,65.5,3117
125,2,STR,U,66.4,3118
125,2,STR,D,67.2,3122
125,2,STR,U,70.8,3130
125,3,STR,D,44.2,3103
125,3,STR,D,49.6,3104
125,3,RIP,U,62.5,3111
125,3,STR,U,65.2,3116
125,3,RIP,U,66.7,3119
125,3,STR,U,66.9,3120
125,3,RIP,D,67.6,3125
125,3,RIP,D,70.4,3129
125,4,RIP,U,57.4,3106
125,4,STR,D,60.2,3109
125,4,STR,U,62.3,3110
125,4,RIP,D,63.4,3112
125,4,STR,D,63.7,3113
125,4,RIP,U,63.8,3115
125,4,RIP,D,67.4,3124
125,4,STR,U,72.1,3132
125,0,,,66.9,3121
125,0,,,67.2,3123
125,0,,,67.8,3126
125,0,,,68.4,3127
125,0,,,71.2,3131
126,1,STR,U,1.3,3269
126,1,STR,D,17,3278
126,1,STR,D,25.3,3283
126,1,RIP,U,28.8,3284
126,1,RIP,U,31.1,3286
126,1,RIP,D,41.8,3291
126,1,RIP,D,52.4,3296
126,2,RIP,D,20.4,3281
126,2,RIP,U,30.5,3285
126,2,RIP,D,38.5,3289
126,2,RIP,U,41.2,3290
126,3,STR,D,7.2,3274
126,3,STR,U,9.2,3275
126,3,STR,U,12.5,3276
126,3,RIP,D,16.2,3277
126,3,STR,D,17.8,3279
126,3,RIP,U,19.1,3280
126,3,RIP,U,20.7,3282
126,3,RIP,D,34.3,3288
126,4,STR,U,0.5,3268
126,4,STR,U,3.5,3270
126,4,STR,D,5.1,3271
126,4,RIP,D,5.4,3272
126,4,RIP,D,6.1,3273
126,4,RIP,U,32.6,3287
126,4,RIP,U,54.6,3297
127,1,RIP,U,32.6,3326
127,1,STR,U,38.2,3327
127,1,STR,U,46.8,3328
127,1,RIP,U,53.3,3330
127,1,RIP,D,58.1,3334
127,1,STR,D,58.6,3335
127,1,STR,D,63,3343
127,1,RIP,D,68.9,3357
127,2,STR,U,52.7,3329
127,2,STR,D,56,3333
127,2,RIP,U,59.3,3337
127,2,STR,D,61.2,3339
127,2,STR,U,62,3341
127,2,RIP,U,63.9,3344
127,2,RIP,D,66.8,3351
127,2,RIP,D,67.9,3354
127,3,RIP,D,59.1,3336
127,3,STR,D,62,3342
127,3,RIP,U,64.2,3345
127,3,RIP,U,65.2,3348
127,3,STR,D,65.4,3349
127,3,STR,U,66.9,3352
127,3,STR,U,67.9,3355
127,3,RIP,D,68.7,3356
127,4,STR,D,54,3331
127,4,STR,D,55.1,3332
127,4,RIP,D,60.3,3338
127,4,RIP,U,61.5,3340
127,4,STR,U,64.3,3346
127,4,STR,U,64.7,3347
127,4,RIP,D,66.7,3350
127,4,RIP,U,67.4,3353
127,0,,,73.5,3358
127,0,,,73.6,3359
127,0,,,76.5,3360
127,0,,,79.5,3361
127,0,,,79.7,3362
128,1,RIP,D,4.4,3427
128,1,STR,U,4.7,3428
128,1,STR,U,5.6,3429
128,1,RIP,D,23.5,3431
128,1,STR,D,31.3,3434
128,1,STR,D,34.9,3437
128,1,RIP,U,41.3,3447
128,1,RIP,U,44.2,3451
128,2,STR,U,16.7,3430
128,2,STR,U,25.8,3432
128,2,RIP,U,35.9,3438
128,2,STR,D,37.4,3441
128,2,RIP,U,38,3442
128,2,STR,D,40.1,3444
128,2,RIP,D,40.6,3445
128,2,RIP,D,41,3446
128,3,STR,U,34.7,3436
128,3,STR,D,36.4,3439
128,3,STR,U,43.9,3450
128,3,RIP,U,46.2,3454
128,3,STR,D,47.5,3456
128,3,RIP,D,49.8,3459
128,3,RIP,D,50.6,3461
128,3,RIP,U,53.7,3462
128,4,RIP,D,3.7,3426
128,4,RIP,D,26.1,3433
128,4,STR,U,34.6,3435
128,4,RIP,U,36.4,3440
128,4,STR,D,38.7,3443
128,4,STR,D,41.4,3448
128,4,RIP,U,42,3449
128,4,STR,U,44.5,3452
129,1,STR,D,2.9,3468
129,1,STR,U,10.2,3473
129,1,STR,U,16,3477
129,1,RIP,U,36.2,3488
129,1,RIP,D,41.9,3494
129,1,RIP,U,45.1,3495
129,1,RIP,D,46.7,3496
129,2,STR,U,4.2,3469
129,2,STR,D,8.4,3471
129,2,STR,D,8.5,3472
129,2,STR,U,11.4,3474
129,2,RIP,U,26.3,3480
129,2,RIP,U,31.4,3484
129,2,RIP,D,39.2,3491
129,2,RIP,D,41,3493
129,3,STR,U,2.1,3465
129,3,STR,D,2.4,3466
129,3,RIP,U,30.6,3482
129,3,RIP,U,31.1,3483
129,3,RIP,D,34.4,3486
129,3,RIP,D,37.8,3489
129,4,STR,U,1.7,3463
129,4,STR,D,2,3464
129,4,STR,U,2.4,3467
129,4,STR,D,7.1,3470
129,4,RIP,U,15.5,3475
129,4,RIP,U,15.8,3476
129,4,RIP,D,22,3478
129,4,RIP,D,29.9,3481
130,1,STR,U,1,3607
130,1,STR,U,1.3,3608
130,1,STR,D,4.2,3610
130,1,RIP,U,50.9,3624
130,1,RIP,D,52.6,3625
130,1,RIP,D,54,3626
130,1,RIP,U,55.4,3627
130,2,STR,D,1.4,3609
130,2,STR,U,6.9,3611
130,2,STR,U,7.4,3612
130,2,STR,D,11.6,3615
130,2,RIP,U,34.4,3617
130,2,RIP,D,37.7,3620
130,2,RIP,D,58,3630
130,2,RIP,U,59.1,3631
130,3,STR,D,9.6,3613
130,3,STR,U,9.9,3614
130,3,STR,D,17.8,3616
130,3,STR,U,34.6,3618
130,3,RIP,D,36.8,3619
130,3,RIP,U,47.3,3622
130,3,RIP,U,57.2,3629
130,3,RIP,D,69.4,3638
130,4,STR,U,40.2,3621
130,4,STR,D,47.7,3623
130,4,STR,D,55.4,3628
130,4,RIP,U,59.1,3632
130,4,STR,U,59.1,3633
130,4,RIP,D,65.7,3635
130,4,RIP,U,66,3636
130,0,,,59.5,3634
130,0,,,67.4,3637
130,0,,,70.7,3639
130,0,,,73.6,3640
130,0,,,76.3,3641
131,1,STR,U,6.5,3710
131,1,STR,U,6.9,3712
131,1,STR,D,9.8,3715
131,1,RIP,U,46.1,3725
131,1,RIP,U,55.8,3731
131,1,RIP,D,61,3732
131,1,RIP,D,66.5,3736
131,2,STR,D,27.2,3718
131,2,STR,D,30.6,3719
131,2,STR,U,35.5,3720
131,2,STR,U,47.7,3727
131,2,RIP,D,62,3733
131,2,RIP,U,63,3734
131,2,RIP,U,64.2,3735
131,2,RIP,D,66.5,3737
131,3,STR,U,4.6,3708
131,3,STR,D,5.9,3709
131,3,STR,U,8.9,3714
131,3,STR,D,10.2,3717
131,3,RIP,D,44.5,3722
131,3,RIP,U,44.8,3723
131,3,RIP,U,45,3724
131,3,RIP,D,46.6,3726
131,4,STR,U,2.9,3707
131,4,STR,D,6.8,3711
131,4,STR,U,8.7,3713
131,4,STR,D,9.9,3716
131,4,RIP,U,40.2,3721
131,4,RIP,D,49.2,3728
131,4,RIP,U,49.4,3729
131,4,RIP,D,50.6,3730
132,1,RIP,U,56.6,3752
132,1,STR,U,56.9,3754
132,1,STR,D,56.9,3755
132,1,STR,D,57.1,3756
132,1,RIP,D,59.7,3760
132,1,STR,U,62.7,3766
132,1,RIP,U,65.9,3771
132,1,RIP,D,66.4,3773
132,2,STR,U,31.8,3745
132,2,STR,U,34.5,3746
132,2,RIP,D,49.2,3749
132,2,RIP,D,53.7,3750
132,2,RIP,U,58.2,3758
132,2,RIP,U,65.1,3770
132,3,STR,U,57.1,3757
132,3,RIP,D,60.1,3761
132,3,RIP,D,60.4,3762
132,3,STR,U,60.7,3763
132,3,STR,D,61.6,3764
132,3,RIP,U,64.9,3769
132,3,STR,D,66.2,3772
132,3,RIP,U,67.6,3775
132,4,STR,D,28.8,3743
132,4,STR,D,30.1,3744
132,4,STR,U,36.3,3747
132,4,STR,U,37.8,3748
132,4,RIP,D,56.3,3751
132,4,RIP,D,62,3765
132,4,RIP,U,63.6,3768
132,4,RIP,U,70.1,3776
132,0,,,56.8,3753
132,0,,,59.6,3759
132,0,,,63.5,3767
132,0,,,66.5,3774
133,1,RIP,U,23,3814
133,1,RIP,U,29.3,3817
133,1,RIP,D,41.8,3833
133,1,RIP,D,44.6,3839
133,1,STR,U,45,3840
133,1,STR,U,48,3841
133,1,STR,D,48.1,3842
133,1,STR,D,57.6,3849
133,2,STR,U,32.4,3819
133,2,RIP,U,33.1,3820
133,2,STR,D,34.4,3821
133,2,STR,U,35.3,3823
133,2,STR,D,36.9,3825
133,2,RIP,U,38.7,3827
133,2,RIP,D,48.1,3843
133,3,RIP,D,36.3,3824
133,3,RIP,U,40.1,3830
133,3,RIP,D,41.1,3831
