partnerid,stream,habitat,block,maxT,stripid
81,3,RIP,U,63.1,4787
81,4,STR,D,2.6,4762
81,4,STR,U,26.5,4770
81,4,STR,U,31.6,4771
81,4,RIP,D,32.4,4772
81,4,STR,D,41.2,4775
81,4,RIP,D,59.1,4782
81,4,RIP,U,63.3,4789
81,4,RIP,U,63.5,4791
81,0,,,63.2,4788
81,0,,,63.3,4790
81,0,,,64.5,4792
81,0,,,65,4794
81,0,,,69.1,4796
82,1,RIP,U,3.5,109
82,1,STR,D,4.6,111
82,1,RIP,U,12.3,118
82,1,RIP,D,51.7,130
82,1,STR,D,55.2,132
82,1,RIP,D,57,133
82,1,STR,U,64.7,135
82,1,STR,U,68.2,137
82,2,RIP,U,0.6,106
82,2,RIP,U,2.3,108
82,2,RIP,D,5.9,113
82,2,STR,D,17,120
82,2,STR,U,17.1,121
82,2,STR,D,20.3,122
82,2,STR,U,22,124
82,3,RIP,D,3.5,110
82,3,RIP,D,5,112
82,3,STR,D,7.6,115
82,3,STR,U,21.8,123
82,3,STR,D,25.2,126
82,3,STR,U,30.1,127
82,3,RIP,U,34,128
82,3,RIP,U,72.6,140
82,4,RIP,D,2.1,107
82,4,RIP,D,7.5,114
82,4,STR,D,7.7,116
82,4,STR,D,9.4,117
82,4,STR,U,12.8,119
82,4,RIP,U,22.5,125
82,4,RIP,U,34.9,129
82,4,STR,U,54,131
82,0,,,61.6,134
82,0,,,67.5,136
82,0,,,69.4,138
82,0,,,71.8,139
82,0,,,76.8,141
83,1,STR,D,38.9,219
83,1,RIP,U,39.6,221
83,1,STR,U,41.1,224
83,1,STR,D,42.7,232
83,1,STR,U,43.9,236
83,1,RIP,D,45.2,240
83,1,RIP,D,45.8,245
83,1,RIP,U,47,248
83,2,RIP,U,38.4,218
83,2,STR,U,40.8,223
83,2,STR,U,41.5,225
83,2,RIP,U,42.1,227
83,2,RIP,D,42.8,233
83,2,STR,D,44.5,238
83,2,RIP,D,44.8,239
83,2,STR,D,45.3,241
83,3,RIP,D,31.9,214
83,3,RIP,U,32.8,215
83,3,STR,U,35.2,216
83,3,RIP,U,37.2,217
83,3,STR,D,42.3,228
83,3,STR,D,42.3,229
83,3,RIP,D,42.8,234
83,4,RIP,U,39.5,220
83,4,RIP,D,40.2,222
83,4,RIP,D,41.8,226
83,4,STR,U,42.5,231
83,4,RIP,U,42.8,235
83,4,STR,D,44.1,237
83,4,STR,D,45.5,244
83,4,STR,U,46.1,246
84,1,STR,U,37.1,909
84,1,STR,D,37.9,912
84,1,STR,D,43.9,919
84,1,RIP,U,44.5,921
84,1,RIP,U,46.9,927
84,1,STR,U,48.9,929
84,1,RIP,D,49.4,930
84,1,RIP,D,52.8,934
84,2,STR,D,1.2,901
84,2,STR,D,5.7,902
84,2,STR,U,6.4,903
84,2,RIP,U,42,914
84,2,RIP,U,47.5,928
84,3,STR,U,22.3,904
84,3,RIP,D,24.3,905
84,3,STR,D,32.9,906
84,3,STR,D,34.1,907
84,3,RIP,U,35.3,908
84,3,RIP,D,42.7,915
84,3,RIP,U,43.5,918
84,3,STR,U,45,923
84,4,STR,U,37.2,910
84,4,RIP,D,37.7,911
84,4,RIP,U,41.1,913
84,4,STR,D,43.3,917
84,4,RIP,D,44,920
84,4,STR,D,44.7,922
84,4,STR,U,45.6,924
84,4,RIP,U,46.3,926
85,2,STR,U,7.1,944
85,2,STR,D,8.4,946
85,2,STR,D,9.6,947
85,2,STR,U,10.3,948
85,2,RIP,U,11.5,949
85,2,RIP,D,13.2,954
85,2,RIP,D,17.7,959
85,2,RIP,U,24.6,964
85,3,STR,D,3.5,936
85,3,STR,D,4.2,938
85,3,STR,U,8,945
85,3,STR,U,11.7,950
85,3,RIP,U,30.9,966
85,3,RIP,U,47.5,969
85,3,RIP,D,55.9,974
85,3,RIP,D,68.8,983
85,4,RIP,D,3.2,935
85,4,RIP,D,5.1,939
85,4,RIP,U,14.1,955
85,4,RIP,U,53.1,973
85,5,RIP,U,5.5,940
85,5,STR,D,15.2,957
85,5,STR,U,16.1,958
85,5,RIP,U,19.2,960
85,5,STR,U,22.2,962
85,5,STR,D,25,965
85,5,RIP,D,43.8,967
85,5,RIP,D,52.7,972
85,6,STR,D,11.9,951
85,6,STR,U,13,953
85,6,STR,D,14.3,956
85,6,STR,U,20.1,961
85,6,RIP,D,58.6,976
85,6,RIP,U,64.3,979
85,6,RIP,D,68.3,981
85,6,RIP,U,70.1,984
85,7,STR,D,44.5,968
85,7,STR,U,48.4,970
85,7,STR,U,52.2,971
85,7,RIP,D,57.3,975
85,7,STR,D,59,977
85,7,RIP,U,65.4,980
85,7,RIP,U,71.2,985
85,7,RIP,D,73.9,986
85,8,STR,U,3.6,937
85,8,STR,D,5.8,941
85,8,STR,D,5.9,942
85,8,STR,U,6,943
85,8,RIP,U,12.6,952
85,8,RIP,U,23.4,963
85,8,RIP,D,60.8,978
85,8,RIP,D,68.4,982
86,1,STR,U,31.9,994
86,1,RIP,D,36,997
86,1,STR,U,37.1,998
86,1,RIP,D,45,999
86,1,STR,D,55.1,1006
86,1,RIP,U,55.4,1007
86,1,RIP,U,59.2,1013
86,1,STR,D,66.6,1019
86,2,STR,U,32.4,995
86,2,STR,U,33.4,996
86,2,STR,D,52.9,1003
86,2,RIP,D,53.8,1005
86,2,STR,D,55.8,1008
86,2,RIP,U,57.6,1011
86,2,RIP,D,59.1,1012
86,2,RIP,U,64.3,1016
86,3,STR,U,7.3,988
86,3,STR,D,8.4,991
86,3,STR,U,8.9,992
86,3,STR,D,15.9,993
86,3,RIP,D,45.2,1000
86,3,RIP,U,48,1002
86,3,RIP,D,56.1,1009
86,3,RIP,U,56.9,1010
86,4,STR,U,4.4,987
86,4,STR,D,7.8,989
86,4,STR,U,7.9,990
86,4,RIP,U,47.5,1001
86,4,RIP,U,53.5,1004
86,4,RIP,D,59.7,1014
86,0,,,62.7,1015
86,0,,,64.3,1017
86,0,,,66,1018
86,0,,,67.1,1020
86,0,,,69.7,1021
87,1,STR,D,1.1,1092
87,1,STR,U,1.2,1093
87,1,STR,D,1.3,1094
87,1,STR,U,2.8,1101
87,1,RIP,D,8.8,1110
87,1,RIP,D,17.3,1115
87,1,RIP,U,44.8,1118
87,1,RIP,U,45.2,1119
87,2,RIP,D,1.6,1095
87,2,RIP,D,1.8,1096
87,2,STR,D,1.9,1097
87,2,STR,D,2.6,1100
87,2,RIP,U,8.8,1111
87,2,RIP,U,12.1,1113
87,3,STR,U,1.9,1098
87,3,STR,U,1.9,1099
87,3,STR,D,2.8,1102
87,3,STR,D,3.1,1104
87,3,RIP,U,9.7,1112
87,3,RIP,U,12.5,1114
87,3,RIP,D,27.4,1116
87,3,RIP,D,33.3,1117
87,4,STR,U,2.9,1103
87,4,STR,D,3.6,1105
87,4,STR,D,4.7,1106
87,4,RIP,D,5.2,1107
87,4,STR,U,5.5,1108
87,4,RIP,D,7.1,1109
87,0,,,61.3,1120
87,0,,,63.4,1121
87,0,,,63.7,1122
87,0,,,69,1123
87,0,,,69.5,1124
88,1,STR,U,56.9,1212
88,1,STR,U,60,1214
88,1,RIP,D,60.1,1215
88,1,STR,D,62,1220
88,1,STR,D,62.5,1221
88,1,RIP,U,62.6,1222
88,1,RIP,D,64.4,1228
88,1,RIP,U,66.6,1233
88,2,STR,U,6.1,1199
88,2,STR,U,9.4,1201
88,2,STR,D,9.5,1202
88,2,STR,D,10.7,1203
88,2,RIP,D,25.7,1210
88,2,RIP,D,60.2,1216
88,2,RIP,U,62.8,1223
88,2,RIP,U,65.6,1231
88,3,STR,D,7.4,1200
88,3,STR,D,10.9,1204
88,3,STR,U,12.8,1205
88,3,STR,U,18.4,1206
88,3,RIP,U,59.3,1213
88,3,RIP,U,63.4,1225
88,3,RIP,D,65.9,1232
88,3,RIP,D,67.1,1234
88,4,STR,D,23.2,1207
88,4,STR,U,23.7,1208
88,4,STR,D,24,1209
88,4,STR,U,28.2,1211
88,4,RIP,U,60.3,1217
88,4,RIP,D,61.3,1218
88,4,RIP,D,61.4,1219
88,4,RIP,U,64.2,1227
88,0,,,63.3,1224
88,0,,,64.1,1226
88,0,,,65.1,1229
88,0,,,65.5,1230
88,0,,,69.6,1235
89,1,STR,U,36.8,1243
89,1,STR,U,44.4,1247
89,1,STR,D,44.7,1248
89,1,STR,D,47.2,1250
89,1,RIP,D,62.6,1259
89,1,RIP,D,64,1261
89,1,RIP,U,64.8,1264
89,1,RIP,U,68.1,1266
89,2,STR,U,24.1,1236
89,2,STR,D,32.3,1238
89,2,STR,U,33.4,1239
89,2,STR,D,35,1241
89,2,RIP,U,47.1,1249
89,2,RIP,D,55.8,1253
89,2,RIP,U,59,1255
89,2,RIP,D,62.4,1258
89,3,STR,D,30.1,1237
89,3,STR,D,36.3,1242
89,3,RIP,D,47.5,1251
89,3,RIP,D,55.8,1254
89,3,RIP,U,61.6,1257
89,3,RIP,U,64.5,1263
89,4,STR,D,33.9,1240
89,4,STR,D,37.8,1244
89,4,STR,U,39.8,1245
89,4,STR,U,42.6,1246
89,4,RIP,D,52.4,1252
89,4,RIP,D,59.4,1256
89,4,RIP,U,64.4,1262
89,4,RIP,U,64.8,1265
89,0,,,63.4,1260
89,0,,,68.3,1267
89,0,,,68.9,1268
89,0,,,69.1,1269
89,0,,,71.7,1270
90,1,RIP,D,23.8,1937
90,1,RIP,D,26.6,1938
90,1,STR,D,27.3,1939
90,1,RIP,U,31,1940
90,1,STR,D,32.5,1941
90,1,STR,U,34.2,1943
90,1,STR,U,34.9,1944
90,1,RIP,U,38.4,1947
90,2,RIP,U,13.2,1930
90,2,RIP,U,16.7,1933
90,2,STR,D,17.4,1934
90,2,RIP,D,18,1935
90,2,STR,D,32.7,1942
90,2,STR,U,35,1945
90,2,STR,U,35.4,1946
90,2,RIP,D,40.1,1948
90,3,RIP,D,2.5,1925
90,3,RIP,D,2.7,1926
90,3,STR,D,4.6,1927
90,3,STR,D,6.7,1928
90,3,STR,U,10.5,1929
90,3,STR,U,15.1,1931
90,3,RIP,U,16.6,1932
90,3,RIP,U,20.7,1936
90,4,STR,D,45.1,1949
90,4,RIP,D,47.9,1950
90,4,STR,U,49.3,1951
90,4,RIP,U,49.5,1952
90,4,STR,D,50.8,1953
90,4,STR,U,52.7,1954
90,4,RIP,U,56.8,1955
90,4,RIP,D,58.6,1957
90,0,,,58.5,1956
90,0,,,59.9,1958
90,0,,,63.3,1959
90,0,,,70.6,1960
90,0,,,70.9,1961
91,1,STR,D,55.1,2433
91,1,RIP,U,58.1,2434
91,1,RIP,U,58.2,2435
91,1,STR,D,58.8,2436
91,1,STR,U,59.1,2437
91,1,RIP,D,59.4,2439
91,1,STR,U,63.8,2445
91,1,RIP,D,67.8,2447
91,2,STR,U,15.6,2415
91,2,STR,D,16.4,2416
91,2,STR,D,20.8,2420
91,2,STR,U,22.4,2421
91,2,RIP,D,39.2,2428
91,2,RIP,U,52.8,2432
91,2,RIP,D,59.1,2438
91,2,RIP,U,59.9,2440
91,3,RIP,D,12.9,2413
91,3,STR,D,23.1,2422
91,3,RIP,D,25.8,2423
91,3,STR,D,28.1,2424
91,3,STR,U,30.5,2425
91,3,STR,U,33.7,2427
91,3,RIP,U,48.4,2430
91,3,RIP,U,49,2431
91,4,STR,U,14.9,2414
91,4,STR,D,17,2417
91,4,STR,U,17.7,2418
91,4,STR,D,19.8,2419
91,4,RIP,D,32.9,2426
91,4,RIP,U,46.6,2429
91,4,RIP,U,59.9,2441
91,4,RIP,D,63.3,2444
92,1,RIP,U,0.7,2830
92,1,RIP,U,1.1,2832
92,1,RIP,D,15.2,2844
92,1,STR,D,17.9,2846
92,1,STR,D,19.8,2847
92,1,STR,U,21.7,2850
92,1,STR,U,27.4,2853
92,1,RIP,D,46.5,2856
92,2,STR,D,3.3,2834
92,2,RIP,D,3.5,2836
92,2,STR,U,9.7,2840
92,2,RIP,D,21,2849
92,2,RIP,U,29.3,2854
92,2,RIP,U,31.5,2855
92,3,STR,D,0.9,2831
92,3,RIP,D,4.7,2838
92,3,RIP,U,19.8,2848
92,3,RIP,U,22.2,2851
92,3,RIP,D,23.7,2852
92,4,RIP,D,2.9,2833
92,4,STR,U,3.4,2835
92,4,RIP,D,4.5,2837
92,4,STR,U,5,2839
92,4,RIP,U,10.1,2841
92,4,STR,D,11.1,2842
92,4,STR,D,12.3,2843
92,4,RIP,U,15.8,2845
92,0,,,59.7,2857
92,0,,,65,2858
92,0,,,65.3,2859
92,0,,,65.5,2860
92,0,,,68.7,2861
93,1,STR,U,38.2,2886
93,1,RIP,D,47.7,2890
93,1,STR,D,50.4,2894
93,1,STR,D,53.2,2896
93,1,STR,U,55.4,2899
93,1,RIP,U,58.6,2903
93,1,RIP,U,62,2909
93,1,RIP,D,62,2910
93,2,STR,U,32.6,2884
93,2,STR,D,33,2885
93,2,STR,U,41,2887
93,2,STR,D,47.8,2891
93,2,RIP,D,50.1,2892
93,2,RIP,U,57.7,2901
93,2,RIP,D,58.7,2904
93,2,RIP,U,62.4,2912
93,3,STR,D,41.2,2888
93,3,RIP,U,46.1,2889
93,3,RIP,D,58.1,2902
93,3,RIP,U,59.2,2905
93,3,RIP,D,61.7,2907
93,3,STR,U,62.2,2911
93,3,STR,U,63.3,2913
93,3,STR,D,63.4,2914
93,4,RIP,U,50.1,2893
93,4,RIP,D,54.7,2897
93,4,RIP,D,54.9,2898
93,4,STR,D,56.3,2900
93,4,STR,U,61.6,2906
93,4,STR,D,61.8,2908
93,4,STR,U,64.4,2915
93,4,RIP,U,70.9,2920
93,0,,,53,2895
93,0,,,65.5,2916
93,0,,,66.7,2917
93,0,,,66.7,2918
93,0,,,68,2919
94,1,STR,D,11.9,2958
94,1,STR,D,18,2959
94,1,STR,U,23.3,2960
94,1,RIP,U,39.2,2962
94,1,STR,U,39.4,2963
94,1,RIP,D,52.7,2975
94,1,RIP,D,54.6,2978
94,1,RIP,U,60.7,2990
94,2,RIP,D,43,2965
94,2,STR,U,44,2966
94,2,STR,D,49.5,2971
94,2,STR,D,49.8,2972
94,2,STR,U,54.9,2979
94,2,RIP,D,63.7,2991
94,3,STR,U,37.4,2961
94,3,STR,D,41.2,2964
94,3,STR,D,45.9,2969
94,3,STR,U,47.5,2970
94,3,RIP,U,51.8,2973
94,3,RIP,D,56,2980
94,3,RIP,U,57.1,2982
94,3,RIP,D,59.2,2985
94,4,STR,U,44.8,2967
94,4,STR,U,45.4,2968
94,4,STR,D,52,2974
94,4,RIP,U,56.6,2981
94,4,RIP,D,57.6,2983
94,4,STR,D,58.6,2984
94,4,RIP,U,60.3,2988
94,4,RIP,D,60.5,2989
94,0,,,53.3,2976
94,0,,,54.1,2977
94,0,,,59.8,2986
94,0,,,60,2987
94,0,,,65.2,2992
95,1,RIP,D,33.3,3400
95,1,RIP,D,34.1,3401
95,1,STR,U,48.3,3405
95,1,RIP,U,54.8,3407
95,1,RIP,U,55.5,3408
95,1,STR,D,55.8,3409
95,1,STR,U,61.4,3413
95,1,STR,D,68.2,3420
95,2,RIP,U,35.9,3402
95,2,STR,D,37.8,3404
95,2,STR,D,56.5,3410
95,2,RIP,D,61.8,3414
95,2,RIP,U,66.1,3418
95,2,RIP,D,78.4,3423
95,3,STR,D,36,3403
95,3,RIP,U,60.8,3411
95,3,STR,U,63.9,3416
95,3,STR,D,66.9,3419
95,3,RIP,D,72.1,3421
95,3,RIP,D,77.8,3422
95,3,STR,U,78.4,3424
95,3,RIP,U,82.3,3425
95,4,RIP,U,51.7,3406
95,4,RIP,D,61.1,3412
95,4,RIP,D,62.4,3415
95,4,RIP,U,65,3417
96,1,STR,D,13.3,3894
96,1,STR,D,13.9,3895
96,1,STR,U,14.6,3896
96,1,STR,U,15.9,3897
96,1,RIP,D,27.6,3903
96,1,RIP,D,37.3,3905
96,2,RIP,U,4.5,3886
96,2,RIP,D,6,3889
96,2,RIP,U,8.7,3891
96,2,RIP,D,25.4,3901
96,2,STR,D,40.5,3908
96,2,STR,D,41.4,3909
96,2,STR,U,42.5,3910
96,2,STR,U,44.8,3911
96,3,STR,U,5.3,3887
96,3,STR,D,7,3890
96,3,RIP,D,9.2,3892
96,3,STR,D,11.4,3893
96,3,STR,U,19.9,3898
96,3,RIP,U,33.8,3904
96,3,RIP,U,55.3,3912
96,3,RIP,D,57.7,3913
96,4,STR,D,5.5,3888
96,4,RIP,U,24.7,3899
96,4,RIP,D,24.8,3900
96,4,RIP,D,26.9,3902
96,4,RIP,U,38.1,3906
96,4,STR,D,38.4,3907
96,0,,,59.7,3914
96,0,,,65,3915
96,0,,,65.3,3916
96,0,,,65.5,3917
96,0,,,68.7,3918
97,1,RIP,U,5.3,4523
97,1,STR,D,7.6,4528
97,1,RIP,U,7.8,4529
97,1,STR,D,8.1,4530
97,1,STR,U,8.6,4533
97,1,STR,U,9.5,4536
97,1,RIP,D,25.9,4547
97,1,RIP,D,36.7,4549
97,2,RIP,D,1.4,4520
97,2,STR,D,5.4,4524
97,2,STR,U,7,4525
97,2,STR,D,7.3,4526
97,2,RIP,U,10.4,4537
97,2,STR,U,10.9,4539
97,2,RIP,D,11.1,4540
97,2,RIP,U,17.7,4542
97,3,RIP,U,1.2,4519
97,3,STR,U,2.7,4521
97,3,STR,U,8.5,4532
97,3,RIP,D,10.5,4538
97,3,STR,D,17.8,4543
97,3,RIP,U,21.6,4544
97,3,STR,D,23.2,4545
97,3,RIP,D,23.4,4546
97,4,STR,D,4.8,4522
97,4,STR,U,7.4,4527
97,4,STR,D,8.1,4531
97,4,STR,U,8.7,4534
97,4,RIP,U,9.2,4535
97,4,RIP,U,13.6,4541
97,4,RIP,D,35,4548
97,4,RIP,D,57.1,4550
97,0,,,58,4551
97,0,,,67,4552
97,0,,,69.9,4553
97,0,,,72.5,4554
97,0,,,81.7,4555
98,1,STR,U,17.5,4556
98,1,RIP,D,17.9,4557
98,1,STR,D,20.7,4558
98,1,STR,D,21.2,4559
98,1,STR,U,22.1,4560
98,1,RIP,D,29.7,4561
98,1,RIP,U,35.7,4563
98,1,RIP,U,40.8,4569
98,2,STR,U,33,4562
98,2,STR,U,37,4564
98,2,RIP,D,39.3,4565
98,2,RIP,U,39.5,4567
98,2,STR,D,40,4568
98,2,RIP,D,43,4574
98,2,RIP,U,47,4582
98,2,STR,D,52.8,4588
98,3,STR,U,39.3,4566
98,3,RIP,D,40.9,4570
98,3,STR,D,41.3,4572
98,3,RIP,U,43,4575
98,3,STR,D,46.3,4577
98,3,RIP,U,46.6,4579
98,3,RIP,D,46.6,4580
98,3,STR,U,49.2,4587
98,4,RIP,U,41,4571
98,4,RIP,U,42.6,4573
98,4,STR,U,43,4576
98,4,STR,D,46.3,4578
98,4,STR,D,46.9,4581
98,4,RIP,D,47.3,4583
98,4,STR,U,47.5,4584
98,4,RIP,D,48.8,4586
98,0,,,48.4,4585
98,0,,,63.1,4589
98,0,,,63.7,4590
98,0,,,64.7,4591
98,0,,,67.8,4592
99,1,RIP,D,8.3,4672
99,1,RIP,U,9.6,4673
99,1,RIP,D,10,4674
99,1,RIP,U,45.2,4683
99,2,STR,D,2.6,4666
99,2,STR,U,2.9,4667
99,2,RIP,D,5.3,4670
99,2,STR,U,10.3,4675
99,2,RIP,U,13.8,4676
99,2,RIP,D,19,4678
99,2,RIP,U,25.1,4680
99,3,RIP,D,3,4668
99,3,STR,D,3.7,4669
99,3,RIP,D,18.1,4677
99,3,RIP,U,32.6,4682
99,3,RIP,U,55.4,4684
99,4,RIP,D,1.3,4664
99,4,STR,U,2.2,4665
99,4,STR,U,5.8,4671
99,4,RIP,U,24.5,4679
99,4,RIP,U,32.1,4681
99,0,,,63.1,4685
99,0,,,63.4,4686
99,0,,,66.3,4687
99,0,,,69.7,4688
99,0,,,73.3,4689
100,1,STR,D,1.2,1
100,1,STR,D,1.9,2
100,1,STR,U,2.3,3
100,1,RIP,D,36.4,18
100,1,RIP,U,36.7,20
100,1,RIP,U,40.7,23
100,1,RIP,D,43.2,24
100,2,STR,D,18.6,11
100,2,STR,D,20.6,12
100,2,RIP,U,24.6,13
100,2,STR,U,27.3,14
100,2,RIP,U,28.7,16
100,2,RIP,D,35.2,17
100,2,STR,U,36.4,19
100,2,RIP,D,44,26
100,3,STR,U,6.8,5
100,3,STR,D,9.4,6
100,3,STR,D,10.6,9
100,3,RIP,D,28.5,15
100,3,RIP,D,37.9,21
100,3,RIP,U,43.9,25
100,3,RIP,U,51.6,29
100,4,STR,U,5.5,4
100,4,STR,D,9.5,7
100,4,STR,U,10.1,8
100,4,STR,D,12.3,10
100,4,RIP,D,40.6,22
100,4,RIP,U,49.1,27
100,4,RIP,D,50.2,28
100,4,RIP,U,62,31
100,0,,,60.2,30
100,0,,,62.4,32
100,0,,,62.6,33
100,0,,,65.8,34
100,0,,,67.2,35
101,1,STR,U,9.8,36
101,1,STR,D,16.2,37
101,1,STR,D,16.8,38
101,1,STR,U,18.2,39
101,1,RIP,U,41,57
101,1,RIP,U,41.5,58
101,1,RIP,D,47.8,65
101,1,RIP,D,54.1,69
101,2,RIP,D,40.2,54
101,2,RIP,D,40.3,55
101,2,RIP,U,40.5,56
101,2,STR,D,42.2,60
101,2,RIP,U,47.6,64
101,2,STR,D,52,67
101,2,STR,U,53.9,68
101,2,STR,U,55.1,71
101,3,RIP,U,32.8,45
101,3,STR,D,34.4,49
101,3,STR,D,39.1,53
101,3,STR,U,41.7,59
101,3,RIP,U,43,63
101,3,STR,U,48.2,66
101,3,RIP,D,54.9,70
101,3,RIP,D,58.9,72
101,4,STR,U,19.6,40
101,4,STR,D,22.2,41
101,4,STR,D,29.5,42
101,4,RIP,D,33.3,48
101,4,RIP,D,37,50
101,4,STR,U,38.5,52
101,4,RIP,U,42.5,61
101,4,RIP,U,42.6,62
102,1,STR,D,18.4,371
102,1,STR,D,19.7,372
102,1,STR,U,25.3,373
102,1,STR,U,25.7,374
102,1,RIP,U,63.1,384
102,1,RIP,D,64.4,388
102,1,RIP,U,67.6,391
102,1,RIP,D,69.4,394
102,2,STR,D,0.6,367
102,2,STR,U,1.9,368
102,2,STR,U,2,369
102,2,STR,D,2.5,370
102,2,RIP,D,54.3,381
102,2,RIP,D,66.6,390
102,3,STR,U,29,375
102,3,STR,D,31.7,376
102,3,STR,D,34.6,377
102,3,STR,U,35.8,378
102,3,RIP,D,64.3,387
102,3,RIP,D,68.3,393
102,4,STR,U,45,379
102,4,STR,D,52.8,380
102,4,STR,U,55.6,382
102,4,STR,D,57.6,383
102,4,RIP,U,63.6,385
102,4,RIP,U,64.1,386
102,4,RIP,D,65.1,389
102,4,RIP,D,68.2,392
102,0,,,74,395
102,0,,,75.2,396
102,0,,,76.5,397
102,0,,,78,398
102,0,,,78.9,399
103,1,RIP,U,32.5,408
103,1,STR,D,35.5,412
103,1,RIP,D,38.2,414
103,1,STR,U,41.6,419
103,1,RIP,D,41.7,420
103,1,RIP,U,43.2,422
103,1,STR,D,43.5,423
103,1,STR,U,44.7,425
103,2,STR,D,26.3,402
103,2,STR,D,28.8,404
103,2,STR,U,32.1,407
103,2,RIP,D,33.4,410
103,2,STR,U,35.3,411
103,2,RIP,D,40,415
103,2,RIP,U,41,417
103,2,RIP,U,41,418
103,3,STR,U,18.7,400
103,3,STR,D,20.3,401
103,3,STR,D,28.5,403
103,3,RIP,D,29,405
103,3,STR,U,30.5,406
103,3,RIP,D,32.6,409
103,4,STR,U,43.9,424
103,4,STR,D,49,426
103,4,RIP,D,52,427
103,4,STR,U,52.1,428
103,4,RIP,D,53.7,430
103,4,STR,D,54,431
103,4,RIP,U,54.2,432
103,4,RIP,U,54.4,433
103,5,RIP,D,53.2,429
103,5,RIP,U,64.5,436
103,5,RIP,D,68,438
103,5,RIP,U,68.2,439
103,5,STR,D,68.2,440
103,5,STR,U,71.5,441
103,5,STR,D,73,443
103,5,STR,U,76.1,447
103,6,RIP,D,62.6,435
103,6,RIP,D,72.4,442
103,6,RIP,U,73.5,444
103,6,STR,D,74.5,445
103,6,STR,U,74.9,446
103,6,RIP,U,76.1,448
103,6,STR,U,79.3,449
103,6,STR,D,81.4,450
104,1,STR,U,31.2,510
104,1,STR,D,35.4,511
104,1,STR,U,38.3,512
104,1,STR,D,58.1,518
104,1,RIP,D,61.7,521
104,1,RIP,D,61.8,522
104,1,RIP,U,62.4,523
104,1,RIP,U,63.2,526
104,2,RIP,D,48.3,514
104,2,RIP,D,52.1,515
104,2,STR,U,52.2,516
104,2,RIP,U,62.7,525
104,2,STR,D,64.9,529
104,2,STR,D,65.4,531
104,2,STR,U,67.7,534
104,2,RIP,U,76.7,539
104,3,RIP,U,24.2,508
104,3,RIP,U,47.4,513
104,3,STR,U,57.5,517
104,3,STR,U,60.1,520
104,3,STR,D,62.6,524
104,3,RIP,D,63.8,528
104,3,STR,D,65.8,532
104,3,RIP,D,67.9,535
104,4,STR,U,24.4,509
104,4,STR,U,59.9,519
104,4,RIP,U,63.3,527
104,4,RIP,U,65.3,530
104,4,RIP,D,67.2,533
104,4,STR,D,68.3,536
104,4,STR,D,70.5,537
104,4,RIP,D,71.5,538
105,1,STR,D,1.3,577
105,1,STR,D,1.5,578
105,1,STR,U,3.5,579
105,1,STR,U,4.1,582
105,1,RIP,U,4.8,585
105,1,RIP,D,6.5,593
105,2,STR,U,3.7,580
105,2,STR,U,4.2,584
105,2,STR,D,5.2,587
105,2,STR,D,5.5,588
105,2,RIP,D,7.4,599
105,2,RIP,U,7.5,601
105,3,STR,D,3.8,581
105,3,STR,U,5,586
105,3,STR,D,5.6,589
105,3,RIP,D,5.9,591
105,3,RIP,U,6.8,594
105,3,RIP,U,7.2,596
105,3,STR,U,7.2,597
105,3,RIP,D,8.3,604
105,4,STR,U,4.1,583
105,4,STR,D,5.6,590
105,4,RIP,U,6.4,592
105,4,STR,D,6.9,595
105,4,RIP,D,7.3,598
105,4,STR,U,7.4,600
105,4,RIP,U,7.8,602
105,4,RIP,D,8.1,603
106,1,RIP,U,1.1,791
106,1,RIP,D,3.8,792
106,1,RIP,D,7.9,797
106,1,STR,D,8.2,798
106,1,STR,D,8.6,799
106,1,STR,U,11.5,802
106,1,RIP,U,12.2,803
106,1,STR,U,21.2,814
106,2,RIP,D,12.2,804
106,2,RIP,D,15.6,809
106,2,STR,D,17.1,810
106,2,STR,D,17.6,811
106,2,RIP,U,19.7,813
106,2,STR,U,27.2,817
106,2,STR,U,32.1,820
106,2,RIP,U,36.8,821
106,3,RIP,U,10.8,801
106,3,RIP,U,14.6,807
106,3,STR,D,14.8,808
106,3,STR,U,26.5,815
106,3,RIP,D,26.7,816
106,3,STR,U,28.1,818
106,3,RIP,D,30.7,819
106,4,RIP,U,5.4,793
106,4,RIP,D,5.7,794
106,4,STR,U,6.4,795
106,4,RIP,U,6.6,796
106,4,STR,D,8.8,800
106,4,STR,D,13.6,805
106,4,RIP,D,13.8,806
106,4,STR,U,18.4,812
107,1,RIP,D,1.2,827
107,1,RIP,D,2.2,828
107,1,STR,D,5.5,834
107,1,STR,D,7.5,837
107,1,STR,U,15.7,844
107,1,STR,U,17.8,845
107,1,RIP,U,21,848
107,1,RIP,U,21.6,849
107,2,STR,U,3.3,829
107,2,RIP,D,6.9,836
107,2,RIP,D,9.8,839
107,2,STR,U,11.5,841
107,2,RIP,U,13.6,842
107,2,RIP,U,14.6,843
107,2,STR,D,47.1,856
107,2,STR,D,59.5,858
107,3,RIP,D,3.4,830
107,3,RIP,U,5.1,832
107,3,RIP,D,6.3,835
107,3,STR,U,19,846
107,3,RIP,U,19.6,847
107,3,STR,U,23.3,850
107,3,STR,D,26.7,851
107,3,STR,D,29.5,852
107,4,RIP,U,4,831
107,4,RIP,D,5.2,833
107,4,RIP,D,8.9,838
107,4,RIP,U,10.2,840
107,4,STR,D,30.8,853
